Source,Target,Type,Kind,Id,Label,timeset,Weight
2,1,Undirected,,,,,3.698113
77,76,Undirected,,,,,2.641509
156,155,Undirected,,,,,2.377358
157,156,Undirected,,,,,2.377358
158,157,Undirected,,,,,2.377358
296,295,Undirected,,,,,5.283019
312,311,Undirected,,,,,4.754717
356,355,Undirected,,,,,4.754717
520,519,Undirected,,,,,0.000000
521,520,Undirected,,,,,0.000000
522,521,Undirected,,,,,0.000000
523,522,Undirected,,,,,0.000000
524,523,Undirected,,,,,0.000000
650,649,Undirected,,,,,4.754717
661,660,Undirected,,,,,4.226415
674,673,Undirected,,,,,0.528302
678,677,Undirected,,,,,0.528302
772,771,Undirected,,,,,3.169811
1,29,Undirected,,,,,8.981132
1,99,Undirected,,,,,6.867925
1,295,Undirected,,,,,8.981132
29,1,Undirected,,,,,8.981132
29,99,Undirected,,,,,8.452830
29,295,Undirected,,,,,10.566038
99,1,Undirected,,,,,6.867925
99,29,Undirected,,,,,8.452830
99,295,Undirected,,,,,8.452830
183,771,Undirected,,,,,7.396226
295,1,Undirected,,,,,8.981132
295,29,Undirected,,,,,10.566038
295,99,Undirected,,,,,8.452830
519,673,Undirected,,,,,0.528302
673,519,Undirected,,,,,0.528302
771,183,Undirected,,,,,7.396226
2,114,Undirected,,,,,8.981132
2,296,Undirected,,,,,8.981132
2,408,Undirected,,,,,6.867925
2,660,Undirected,,,,,7.924528
114,2,Undirected,,,,,8.981132
114,296,Undirected,,,,,10.566038
114,408,Undirected,,,,,8.452830
114,660,Undirected,,,,,9.509434
156,576,Undirected,,,,,5.547170
296,2,Undirected,,,,,8.981132
296,114,Undirected,,,,,10.566038
296,408,Undirected,,,,,8.452830
296,660,Undirected,,,,,9.509434
408,2,Undirected,,,,,6.867925
408,114,Undirected,,,,,8.452830
408,296,Undirected,,,,,8.452830
408,660,Undirected,,,,,7.396226
520,674,Undirected,,,,,0.528302
576,156,Undirected,,,,,5.547170
660,2,Undirected,,,,,7.924528
660,114,Undirected,,,,,9.509434
660,296,Undirected,,,,,9.509434
660,408,Undirected,,,,,7.396226
674,520,Undirected,,,,,0.528302
143,269,Undirected,,,,,6.339623
143,311,Undirected,,,,,7.924528
143,661,Undirected,,,,,7.396226
269,143,Undirected,,,,,6.339623
269,311,Undirected,,,,,7.924528
269,661,Undirected,,,,,7.396226
311,143,Undirected,,,,,7.924528
311,269,Undirected,,,,,7.924528
311,661,Undirected,,,,,8.981132
423,759,Undirected,,,,,5.283019
661,143,Undirected,,,,,7.396226
661,269,Undirected,,,,,7.396226
661,311,Undirected,,,,,8.981132
759,423,Undirected,,,,,5.283019
46,242,Undirected,,,,,6.339623
242,46,Undirected,,,,,6.339623
312,382,Undirected,,,,,7.924528
312,564,Undirected,,,,,8.981132
312,620,Undirected,,,,,7.924528
312,704,Undirected,,,,,7.924528
382,312,Undirected,,,,,7.924528
382,564,Undirected,,,,,7.396226
382,620,Undirected,,,,,6.339623
382,704,Undirected,,,,,12.679245
564,312,Undirected,,,,,8.981132
564,382,Undirected,,,,,7.396226
564,620,Undirected,,,,,7.396226
564,704,Undirected,,,,,7.396226
620,312,Undirected,,,,,7.924528
620,382,Undirected,,,,,6.339623
620,564,Undirected,,,,,7.396226
620,704,Undirected,,,,,6.339623
704,312,Undirected,,,,,7.924528
704,382,Undirected,,,,,12.679245
704,564,Undirected,,,,,7.396226
704,620,Undirected,,,,,6.339623
201,355,Undirected,,,,,7.924528
201,481,Undirected,,,,,6.339623
201,635,Undirected,,,,,7.396226
285,649,Undirected,,,,,8.981132
285,733,Undirected,,,,,7.396226
355,201,Undirected,,,,,7.924528
355,481,Undirected,,,,,7.924528
355,635,Undirected,,,,,17.962264
481,201,Undirected,,,,,6.339623
481,355,Undirected,,,,,7.924528
481,635,Undirected,,,,,7.396226
495,719,Undirected,,,,,4.226415
523,677,Undirected,,,,,0.528302
635,201,Undirected,,,,,7.396226
635,355,Undirected,,,,,17.962264
635,481,Undirected,,,,,7.396226
649,285,Undirected,,,,,8.981132
649,733,Undirected,,,,,7.924528
677,523,Undirected,,,,,0.528302
719,495,Undirected,,,,,4.226415
733,285,Undirected,,,,,7.396226
733,649,Undirected,,,,,7.924528
356,370,Undirected,,,,,22.188679
356,398,Undirected,,,,,7.924528
356,440,Undirected,,,,,7.924528
356,510,Undirected,,,,,8.981132
356,538,Undirected,,,,,7.924528
370,356,Undirected,,,,,22.188679
370,398,Undirected,,,,,9.509434
370,440,Undirected,,,,,9.509434
370,510,Undirected,,,,,10.566038
370,538,Undirected,,,,,9.509434
398,356,Undirected,,,,,7.924528
398,370,Undirected,,,,,9.509434
398,510,Undirected,,,,,7.396226
440,356,Undirected,,,,,7.924528
440,370,Undirected,,,,,9.509434
440,538,Undirected,,,,,6.339623
510,356,Undirected,,,,,8.981132
510,370,Undirected,,,,,10.566038
510,398,Undirected,,,,,7.396226
524,678,Undirected,,,,,0.528302
538,356,Undirected,,,,,7.924528
538,370,Undirected,,,,,9.509434
538,440,Undirected,,,,,6.339623
678,524,Undirected,,,,,0.528302
21,329,Undirected,,,,,12.679245
21,749,Undirected,,,,,6.339623
77,259,Undirected,,,,,7.924528
77,595,Undirected,,,,,5.811321
175,259,Undirected,,,,,10.566038
175,595,Undirected,,,,,8.452830
217,329,Undirected,,,,,8.452830
259,77,Undirected,,,,,7.924528
259,175,Undirected,,,,,10.566038
259,595,Undirected,,,,,8.452830
329,21,Undirected,,,,,12.679245
329,217,Undirected,,,,,8.452830
595,77,Undirected,,,,,5.811321
595,175,Undirected,,,,,8.452830
595,259,Undirected,,,,,8.452830
749,21,Undirected,,,,,6.339623
134,456,Undirected,,,,,9.509434
344,456,Undirected,,,,,8.452830
456,134,Undirected,,,,,9.509434
456,344,Undirected,,,,,8.452830
