Id,Label
1,История_1
23,Администрирован_9
31,Администрирован_17
35,Акмеология_7
43,Алгебра_1
44,Алгебра_2
57,Аналитическая г_1
75,Английский язык_5
76,Английский язык_6
89,Аппаратные сред_5
103,БЖД_5
114,Проф деят_2
128,Дискретная мате_2
144,Дифференциальны_4
161,Документоведени_7
171,Дополнительные _3
185,Дополнительные _3
186,Дополнительные _4
204,Защита в операц_8
216,Защита информац_6
232,Защита программ_8
239,Ин Яз_1
240,Ин Яз_2
241,Ин Яз_3
242,Ин Яз_4
253,Информатика_1
269,Информационные _3
297,Искусственный и_17
301,Исследование оп_7
325,Комплексная защ_17
330,Компьютерные се_8
345,Криптографическ_9
355,Личностное разв_5
367,Математическая _3
379,Мат Анализ_1
380,Мат Анализ_2
399,Математическое _7
423,Междисциплинарн_17
428,Методы и средст_8
429,Методы и средст_9
440,Модели безопасн_6
455,Научно-исследов_7
456,Научно-исследов_8
457,Научно-исследов_9
480,Научно-исследов_18
478,Ознакомительная_2
497,Операционные си_7
513,Организационное_9
523,Основы информац_5
539,Основы научных _7
563,Основы построен_17
577,Основы построен_17
582,Основы стеганог_8
597,Основы управлен_9
619,Открытые информ_17
623,Параллельное пр_7
662,Подготовка к сд_18
660,Правоведение_2
673,Прик Физ культ_1
674,Прик Физ культ_2
675,Прик Физ культ_3
676,Прик Физ культ_4
677,Прик Физ культ_5
678,Прик Физ культ_6
694,Программно-аппа_8
695,Программно-аппа_9
707,Сети и системы _7
720,Системы управле_6
734,Теоретико-число_6
746,Теория вероятно_4
747,Теория вероятно_5
760,Эффектив реч об_4
776,Теория информац_6
789,ТФКП_5
806,Технологии и ме_8
821,Управление инфо_9
830,Учебно-лаборато_4
842,Физика_2
843,Физика_3
855,Физ культ_1
856,Физ культ_2
859,Физ культ_5
860,Физ культ_6
871,Философия_3
887,Цифровая обрабо_5
902,Численные метод_6
916,Экономическая к_6
930,Эксплуатационно_6
942,Электроника и с_4
943,Электроника и с_5
953,Языки программи_1
954,Языки программи_2
969,Языки программи_3
970,Языки программи_4
